,CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines
170,7654-YWJUF,2016-07-01,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,No
171,1875-QIVME,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,104.4,242.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
172,6727-IOTLZ,2018-12-01,No,Two year,No,Mailed check,81.95,1181.75,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No
173,0691-JVSYA,2015-05-01,2019-10-01 00:00:00,One year,Yes,Bank transfer (automatic),94.85,5000.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No
174,5918-VUKWP,2017-06-01,No,One year,No,Bank transfer (automatic),20.55,654.55,,,,,,,,Female,0,No,No,No
175,1744-JHKYS,2017-04-01,No,Month-to-month,No,Electronic check,24.7,780.2,,,,,,,,Female,0,Yes,No,Yes
176,2656-FMOKZ,2018-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,74.45,1145.7,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes
177,2070-FNEXE,2019-06-01,2020-01-01 00:00:00,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No
178,5947-SGKCL,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes
179,3712-PKXZA,2015-01-01,No,One year,Yes,Credit card (automatic),20.55,1252.0,,,,,,,,Male,0,Yes,No,No
180,6317-YPKDH,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Bank transfer (automatic),29.95,29.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,
181,6582-OIVSP,2020-01-01,No,Month-to-month,No,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No
182,9367-WXLCH,2019-02-01,2019-10-01 00:00:00,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes
183,5524-KHNJP,2017-05-01,No,One year,No,Credit card (automatic),74.75,2453.3,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No
184,1918-ZBFQJ,2018-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.25,1111.65,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No
185,1024-GUALD,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,24.8,24.8,DSL,No,No,No,No,No,No,Female,0,Yes,No,
186,4827-USJHP,2018-06-01,No,Month-to-month,Yes,Mailed check,51.8,1023.85,DSL,No,Yes,No,No,No,No,Male,0,No,No,No
187,8167-GJLRN,2019-11-01,No,Month-to-month,No,Electronic check,30.4,82.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,
188,0956-SYCWG,2019-01-01,No,One year,No,Electronic check,19.65,244.8,,,,,,,,Female,0,No,No,No
189,8017-UVSZU,2016-10-01,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes
190,7100-FQPRV,2016-07-01,No,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes
191,2472-OVKUP,2019-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,91.0,531.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No
192,2984-RGEYA,2014-05-01,No,Two year,No,Bank transfer (automatic),19.75,1375.4,,,,,,,,Female,0,Yes,Yes,No
193,9680-NIAUV,2014-02-01,No,Two year,No,Credit card (automatic),109.7,8129.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes
194,2146-EGVDT,2015-03-01,No,Two year,No,Credit card (automatic),19.3,1192.7,,,,,,,,Male,0,Yes,Yes,No
195,2604-IJPDU,2018-06-01,No,Month-to-month,Yes,Electronic check,96.55,1901.65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No
196,9178-JHUVJ,2018-02-01,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,,,,,,,,Male,0,Yes,Yes,Yes
197,6168-YBYNP,2015-03-01,No,Month-to-month,Yes,Electronic check,111.35,6519.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes
198,7255-SSFBC,2014-02-01,No,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
199,3645-DEYGF,2020-01-01,No,Month-to-month,No,Mailed check,20.75,20.75,,,,,,,,Male,0,No,Yes,No
200,9323-HGFWY,2017-11-01,No,One year,Yes,Credit card (automatic),101.9,2681.15,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No
201,8544-GOQSH,2018-12-01,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No
202,3363-DTIVD,2014-03-01,No,Two year,No,Electronic check,105.55,7405.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes
203,7018-WBJNK,2019-01-01,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No
204,9142-KZXOP,2016-06-01,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
205,7674-YTAFD,2017-05-01,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No
206,6348-SNFUS,2014-02-01,No,Two year,Yes,Credit card (automatic),55.45,4179.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,
207,1285-OKIPP,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No
208,7825-ECJRF,2018-06-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,106.6,1934.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No
209,1347-KTTTA,2014-10-01,No,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No
210,7841-TZDMQ,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),46.0,84.5,DSL,No,No,No,No,No,No,Male,0,No,No,No
211,4195-NZGTA,2020-01-01,No,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,0,No,No,
212,7157-SMCFK,2015-01-01,No,Two year,No,Mailed check,19.75,1124.2,,,,,,,,Male,0,No,Yes,No
213,4709-LKHYG,2017-09-01,No,One year,No,Electronic check,20.0,540.05,,,,,,,,Female,0,Yes,Yes,No
214,2504-DSHIH,2018-03-01,No,Month-to-month,No,Electronic check,86.8,1975.85,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes
215,0699-NDKJM,2015-05-01,No,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,
216,9286-BHDQG,2014-02-01,No,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,
217,0230-WEQUW,2014-08-01,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,
218,2040-LDIWQ,2014-09-01,No,Two year,Yes,Bank transfer (automatic),84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
219,6496-JDSSB,2019-06-01,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No
220,9408-SSNVZ,2019-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,70.15,268.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No
221,4443-EMBNA,2014-03-01,No,Two year,No,Bank transfer (automatic),24.75,1836.9,,,,,,,,Female,0,Yes,No,Yes
222,6469-MRVET,2020-01-01,No,One year,Yes,Electronic check,20.2,20.2,,,,,,,,Male,0,Yes,Yes,No
223,0742-MOABM,2019-07-01,2019-11-01 00:00:00,Month-to-month,No,Mailed check,50.05,179.35,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No
224,5961-VUSRV,2019-02-01,No,One year,Yes,Bank transfer (automatic),19.35,219.35,,,,,,,,Female,0,No,No,No
225,6778-JFCMK,2018-02-01,No,One year,Yes,Mailed check,50.6,1288.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,
226,6341-JVQGF,2017-07-01,No,One year,Yes,Mailed check,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No
227,2232-DMLXU,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,55.2,55.2,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No
228,4811-JBUVU,2017-08-01,No,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes
229,0945-TSONX,2016-03-01,No,Two year,Yes,Credit card (automatic),85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
230,2651-ZCBXV,2015-08-01,No,Two year,Yes,Credit card (automatic),108.0,5760.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes
231,3316-UWXUY,2015-12-01,No,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No
232,8937-RDTHP,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,84.6,84.6,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No
233,7083-MIOPC,2014-02-01,No,Two year,No,Credit card (automatic),20.25,1566.9,,,,,,,,Female,0,No,No,No
234,1984-GPTEH,2017-09-01,No,Month-to-month,No,Electronic check,25.15,702.0,,,,,,,,Female,0,No,No,Yes
235,1251-KRREG,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes
236,0621-JFHOL,2019-04-01,No,Two year,Yes,Mailed check,29.6,299.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,
237,9903-LYSAB,2018-08-01,No,Month-to-month,Yes,Electronic check,73.15,1305.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes
238,0094-OIFMO,2018-12-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.0,1120.3,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No
239,9227-UAQFT,2018-10-01,No,Two year,No,Mailed check,19.75,284.35,,,,,,,,Male,0,No,No,No
240,7301-ABVAD,2014-02-01,No,Two year,No,Bank transfer (automatic),86.6,6350.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
241,6614-FHDBO,2014-02-01,No,Two year,No,Bank transfer (automatic),109.2,7878.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes
242,7576-ASEJU,2016-09-01,No,One year,Yes,Credit card (automatic),74.7,3187.65,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No
243,9058-HRZSV,2014-09-01,No,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No
244,4522-AKYLR,2019-01-01,No,Month-to-month,Yes,Electronic check,54.8,731.3,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No
245,0221-WMXNQ,2019-10-01,No,Month-to-month,No,Electronic check,75.35,273.4,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No
246,0303-UNCIP,2016-09-01,No,One year,No,Mailed check,65.0,2531.8,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes
247,9947-OTFQU,2018-10-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,74.4,1074.3,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No
248,0322-YINQP,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,48.55,48.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No
249,0959-WHOKV,2016-08-01,No,One year,Yes,Electronic check,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes
250,4075-JFPGR,2015-11-01,No,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No
251,4629-NRXKX,2019-09-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No
252,9514-JDSKI,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,40.2,40.2,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,
253,3282-ZISZV,2017-06-01,No,One year,No,Credit card (automatic),83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes
254,3675-YDUPJ,2019-04-01,No,Month-to-month,Yes,Mailed check,19.85,193.05,,,,,,,,Male,0,No,No,No
255,4111-BNXIF,2014-07-01,No,Two year,Yes,Electronic check,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,
256,7017-VFHAY,2015-01-01,No,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
257,6655-LHBYW,2015-12-01,No,One year,No,Credit card (automatic),114.35,5791.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes
258,4959-JOSRX,2019-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),44.6,80.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,No
259,5046-NUHWD,2017-09-01,No,Month-to-month,Yes,Electronic check,45.0,1228.65,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,
260,7273-TEFQD,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,41.15,132.2,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,
261,3606-TWKGI,2018-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,106.9,1364.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes
262,7529-ZDFXI,2015-05-01,No,Month-to-month,Yes,Electronic check,89.85,4925.35,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes
263,7605-BDWDC,2017-07-01,No,Two year,Yes,Bank transfer (automatic),49.85,1520.1,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,
264,1950-KSVVJ,2016-05-01,No,One year,No,Mailed check,113.3,5032.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
265,0123-CRBRT,2015-01-01,No,Two year,No,Mailed check,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
266,6292-TOSSS,2015-12-01,No,Two year,No,Bank transfer (automatic),24.9,1195.25,,,,,,,,Male,0,No,No,Yes
267,3197-ARFOY,2018-07-01,No,Month-to-month,Yes,Mailed check,105.0,2007.25,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No
268,6323-AYBRX,2015-02-01,2020-01-01 00:00:00,Two year,No,Mailed check,19.35,1099.6,,,,,,,,Male,0,No,No,No
269,7014-ZZXAW,2014-03-01,No,Two year,Yes,Credit card (automatic),24.25,1732.95,,,,,,,,Female,0,Yes,No,Yes
270,4385-GZQXV,2018-06-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,94.45,1511.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No
271,7633-MVPUY,2015-05-01,No,Two year,Yes,Electronic check,59.75,3450.15,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No
272,6366-ZGQGL,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Bank transfer (automatic),24.8,24.8,DSL,No,No,No,No,No,No,Male,0,No,No,
273,4716-HHKQH,2018-06-01,No,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes
274,5940-AHUHD,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
275,6432-TWQLB,2019-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,85.4,401.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes
276,4484-GLZOU,2015-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,105.05,5624.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes
277,3179-GBRWV,2018-05-01,No,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No
278,8645-KWHJO,2018-12-01,No,Month-to-month,Yes,Electronic check,55.0,771.95,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,
279,4130-MZLCC,2019-09-01,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,DSL,No,Yes,No,No,No,No,Female,0,No,No,No
280,0314-TKOSI,2019-08-01,No,Month-to-month,No,Mailed check,55.15,322.9,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No
281,8229-MYEJZ,2019-04-01,No,Month-to-month,No,Electronic check,51.2,498.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No
282,2080-SRCDE,2020-01-01,No,Month-to-month,No,Mailed check,25.4,25.4,,,,,,,,Female,0,No,Yes,Yes
283,9577-WJVCQ,2014-06-01,No,Month-to-month,No,Mailed check,54.45,3687.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes
284,9512-UIBFX,2018-06-01,2019-12-01 00:00:00,Month-to-month,No,Mailed check,95.15,1779.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No
285,6202-DYYFX,2018-04-01,No,One year,Yes,Credit card (automatic),76.0,1783.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
286,3808-HFKDE,2018-06-01,No,Month-to-month,Yes,Electronic check,44.35,927.15,DSL,No,No,No,No,No,No,Female,0,No,No,No
287,5583-SXDAG,2019-09-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No
288,3488-PGMQJ,2019-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,74.5,606.55,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No
289,3580-REOAC,2019-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit card (automatic),44.85,435.4,DSL,No,No,No,No,No,No,Male,0,No,No,No
290,7534-BFESC,2017-11-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,76.1,1712.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes
291,3727-OWVYD,2017-03-01,No,One year,No,Mailed check,61.2,2021.2,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No
292,2294-SALNE,2018-03-01,No,One year,No,Mailed check,86.8,1940.8,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No
293,4847-TAJYI,2019-08-01,No,Month-to-month,Yes,Electronic check,89.35,567.8,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No
294,1563-IWQEX,2019-02-01,No,Month-to-month,No,Mailed check,19.7,220.35,,,,,,,,Female,0,No,No,No
295,8203-XJZRC,2020-01-01,No,Month-to-month,No,Mailed check,20.25,20.25,,,,,,,,Male,0,No,No,No
296,6556-DBKZF,2014-03-01,No,Two year,No,Electronic check,76.05,5436.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No
297,6851-WEFYX,2017-03-01,No,Month-to-month,Yes,Electronic check,100.8,3437.5,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes
298,2985-JUUBZ,2016-10-01,No,Month-to-month,Yes,Electronic check,74.55,3015.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes
299,6390-DSAZX,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Mailed check,73.6,73.6,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No
300,0895-LMRSF,2018-03-01,No,One year,Yes,Bank transfer (automatic),64.9,1509.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No
301,8098-LLAZX,2019-06-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,95.45,396.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes
302,8266-VBFQL,2019-10-01,No,Month-to-month,Yes,Electronic check,90.4,356.65,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No
303,8181-YHCMF,2014-06-01,No,Two year,No,Credit card (automatic),60.3,4109.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,
304,2240-HSJQD,2016-12-01,No,Month-to-month,Yes,Mailed check,81.85,3141.7,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes
305,1248-DYXUB,2015-10-01,No,Two year,No,Mailed check,24.8,1229.1,,,,,,,,Male,0,Yes,Yes,Yes
306,0265-EDXBD,2017-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,74.9,2303.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes
307,4115-BNPJY,2017-09-01,No,Two year,No,Mailed check,75.55,2054.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No
308,3167-SNQPL,2016-12-01,No,Month-to-month,No,Electronic check,101.15,3741.85,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes
309,4091-TVOCN,2016-02-01,No,One year,Yes,Credit card (automatic),78.75,3682.45,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes
310,1098-TDVUQ,2020-01-01,No,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,,,,,,,,Female,0,No,No,No
311,7277-OZCGZ,2018-04-01,No,Month-to-month,Yes,Electronic check,89.05,1886.25,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,No
312,1557-EMYVT,2016-07-01,No,Two year,No,Credit card (automatic),115.05,4895.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
313,2799-ARNLO,2019-09-01,No,Month-to-month,Yes,Electronic check,69.35,341.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No
314,7563-BIUPC,2019-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,80.6,415.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No
315,5027-YOCXN,2015-11-01,No,One year,No,Credit card (automatic),110.05,5686.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
316,3973-SKMLN,2014-03-01,No,Two year,Yes,Credit card (automatic),19.9,1355.1,,,,,,,,Male,0,No,No,No
317,2321-OMBXY,2016-08-01,2019-10-01 00:00:00,One year,No,Credit card (automatic),80.3,3058.65,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No
318,2840-XANRC,2017-12-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,93.15,2231.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No
319,6745-JEFZB,2017-03-01,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes
320,5020-ZSTTY,2015-05-01,2019-11-01 00:00:00,One year,No,Bank transfer (automatic),82.45,4350.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes
321,9880-TDQAC,2014-02-01,No,Two year,Yes,Electronic check,60.0,4264.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,
322,8705-WZCYL,2020-01-01,No,Month-to-month,Yes,Electronic check,44.8,44.8,DSL,No,No,No,No,No,No,Male,0,No,No,No
323,7102-JJVTX,2019-05-01,No,One year,No,Mailed check,48.6,422.3,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No
324,8626-PTQGE,2014-05-01,No,Two year,Yes,Bank transfer (automatic),60.05,4176.7,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,
325,4983-CLMLV,2015-10-01,No,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes
326,5701-YVSVF,2019-03-01,No,Month-to-month,Yes,Electronic check,82.9,880.05,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No
327,5804-LEPIM,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,70.35,139.05,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No
328,5697-GOMBF,2017-10-01,No,Month-to-month,Yes,Electronic check,35.9,973.65,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,
329,2739-CACDQ,2018-09-01,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes
330,9385-EHGDO,2017-03-01,No,Two year,Yes,Mailed check,19.85,739.35,,,,,,,,Female,0,Yes,Yes,No
331,9498-FIMXL,2019-06-01,No,One year,Yes,Mailed check,19.2,161.95,,,,,,,,Female,0,No,No,No
332,2379-GYFLQ,2016-04-01,No,One year,Yes,Credit card (automatic),94.9,4422.95,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes
333,0122-OAHPZ,2019-05-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,73.85,511.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
334,2868-SNELZ,2019-10-01,2019-12-01 00:00:00,Month-to-month,No,Mailed check,80.6,155.8,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes
335,4322-RCYMT,2014-03-01,2019-11-01 00:00:00,One year,Yes,Bank transfer (automatic),75.8,5293.95,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes
336,6680-NENYN,2016-05-01,2019-12-01 00:00:00,Two year,Yes,Electronic check,104.6,4759.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes
337,2088-IEBAU,2014-06-01,No,Two year,Yes,Electronic check,88.15,6148.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
338,7982-VCELR,2017-02-01,No,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No
339,1343-EHPYB,2014-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,103.4,6603.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes
